,ID,Name,Age,Nationality,Rating,Club,Value,Wage,International_Reputation,Skill_Moves,Body_Type,Attack_Work Rate,Defence Work Rate,Region,Population,GDP,Pop_Density,Area,Weight,Height,Leg Work
397,228980,M. Tirpan,24,Belgium,68,Sporting Lokeren,983,64,1,Bad,Normal,Medium,Medium,WESTERN EUROPE,10379067,29100,"340,0",30528,94,180,Right
398,209673,D. Dessoleil,25,Belgium,72,Sporting de Charleroi,501,70,1,Bad,Lean,Medium,Medium,WESTERN EUROPE,10379067,29100,"340,0",30528,96,160,Right
399,199277,M. Jonckheere,28,Belgium,68,KV Oostende,318,74,1,Average,Lean,High,High,WESTERN EUROPE,10379067,29100,"340,0",30528,81,174,Right
400,239224,A. Benchaib,20,Belgium,65,Sporting Lokeren,769,71,1,Average,Lean,High,Medium,WESTERN EUROPE,10379067,29100,"340,0",30528,78,175,Right
401,213135,D. Origi,23,Belgium,77,Liverpool,413,69,2,Good,Normal,High,Medium,WESTERN EUROPE,10379067,29100,"340,0",30528,88,195,Right
402,180339,N. Schouterden,29,Belgium,67,KAS Eupen,878,66,1,Average,Lean,Medium,Medium,WESTERN EUROPE,10379067,29100,"340,0",30528,78,167,Right
403,49161,O. Deschacht,37,Belgium,71,Sporting Lokeren,961,66,1,Bad,Lean,Medium,High,WESTERN EUROPE,10379067,29100,"340,0",30528,84,177,Right
404,183228,B. Augustyn,30,Poland,65,Lechia Gda_Ñsk,196,79,1,Bad,Stocky,Medium,High,EASTERN EUROPE,38536869,11100,"123,3",312685,95,180,Right
405,215502,B. DrƒÖgowski,20,Poland,71,Fiorentina,305,78,1,Worst,Lean,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,81,178,Right
406,244310,K. Jaksik,18,Poland,53,G__rnik Zabrze,678,56,1,Bad,Lean,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,84,172,Right
407,243689,P. Pierzcha_Ça,19,Poland,56,Korona Kielce,122,71,1,Bad,Normal,High,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,96,189,Right
408,219700,P. Lipski,24,Poland,67,Lechia Gda_Ñsk,360,62,1,Average,Lean,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,66,179,Right
409,135218,D. Perquis,34,Poland,64,GFC Ajaccio,796,58,1,Bad,Normal,Low,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,65,185,Right
410,152961,M. Pawelec,32,Poland,61,_ölƒÖsk Wroc_Çaw,524,59,1,Bad,Lean,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,70,201,Right
411,148496,A. Malarz,38,Poland,72,Legia Warszawa,419,60,1,Worst,Normal,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,73,198,Right
413,212398,K. Angielski,22,Poland,64,Wis_Ça P_Çock,758,73,1,Average,Normal,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,80,178,Right
414,201114,B. Paw_Çowski,25,Poland,68,Zag_Çƒôbie Lubin,479,72,1,Average,Lean,High,Low,EASTERN EUROPE,38536869,11100,"123,3",312685,95,191,Right
415,242915,M. Cholewiak,28,Poland,66,_ölƒÖsk Wroc_Çaw,814,70,1,Average,Lean,High,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,75,195,Right
416,239728,L. Wolszty_Ñski,23,Poland,67,G__rnik Zabrze,906,79,1,Average,Normal,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,84,169,Right
417,210422,K. Kami_Ñski,27,Poland,66,J__bilo Iwata,564,78,1,Worst,Lean,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,71,159,Right
418,192471,A. Matuszczyk,29,Poland,66,Zag_Çƒôbie Lubin,912,65,1,Average,Lean,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,73,161,Right
419,162265,R. Cierzniak,35,Poland,66,Legia Warszawa,384,71,1,Worst,Normal,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,71,159,Right
420,199763,B. Bereszy_Ñski,25,Poland,74,Sampdoria,537,67,1,Average,Normal,High,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,92,193,Right
421,219661,P. Jaroszy_Ñski,23,Poland,65,Chievo Verona,421,70,1,Bad,Stocky,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,72,169,Right
422,176207,R. Boguski,34,Poland,66,Wis_Ça Krak__w,560,56,1,Bad,Lean,Medium,High,EASTERN EUROPE,38536869,11100,"123,3",312685,83,162,Right
423,210136,T. Kƒôdziora,24,Poland,74,Dynamo Kyiv,395,61,1,Bad,Lean,High,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,69,161,Right
424,244084,K. Pytlik,20,Poland,59,VfL Sportfreunde Lotte,785,75,1,Bad,Normal,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,68,195,Right
425,244777,J. Osobi_Ñski,18,Poland,51,Korona Kielce,855,64,1,Worst,Normal,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,93,161,Right
426,244533,D. GƒÖska,21,Poland,54,_ölƒÖsk Wroc_Çaw,779,56,1,Bad,Lean,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,77,162,Right
427,238494,D. Gojko,20,Poland,60,Piast Gliwice,191,62,1,Average,Lean,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,93,185,Right
428,244165,O. Nowak,20,Poland,55,Zag_Çƒôbie Lubin,290,58,1,Bad,Normal,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,72,173,Right
429,245816,K. Stanek,18,Poland,57,Piast Gliwice,513,56,1,Bad,Lean,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,75,171,Right
430,199684,P. Malarczyk,26,Poland,64,Korona Kielce,717,62,1,Bad,Stocky,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,89,159,Right
431,208348,K. Osyra,25,Poland,63,Mied__ Legnica,351,75,1,Bad,Lean,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,81,191,Right
432,227217,K. Mazek,23,Poland,64,Zag_Çƒôbie Lubin,170,73,1,Bad,Lean,High,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,81,198,Right
433,188545,R. Lewandowski,29,Poland,90,FC Bayern M_ºnchen,433,54,4,Good,Normal,High,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,84,180,Right
434,234897,J. Arak,23,Poland,63,Lechia Gda_Ñsk,987,68,1,Average,Normal,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,68,185,Right
435,228383,K. Grabara,19,Poland,59,Liverpool,132,58,1,Worst,Lean,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,68,158,Right
436,185187,B. Sielewski,33,Poland,58,Wis_Ça P_Çock,425,70,1,Bad,Normal,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,85,168,Right
437,239245,F. Piszczek,23,Poland,60,Cracovia,842,63,1,Bad,Lean,Medium,Low,EASTERN EUROPE,38536869,11100,"123,3",312685,91,190,Right
438,222266,J. Bartosz,21,Poland,63,Wis_Ça Krak__w,443,75,1,Bad,Normal,High,High,EASTERN EUROPE,38536869,11100,"123,3",312685,89,176,Right
439,204078,R. Wolski,25,Poland,70,Lechia Gda_Ñsk,261,58,1,Good,Lean,Medium,Low,EASTERN EUROPE,38536869,11100,"123,3",312685,75,164,Right
440,245479,A. Czaplak,21,Poland,52,Zag_Çƒôbie Sosnowiec,400,67,1,Worst,Lean,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,76,158,Right
441,227185,K. Danielak,26,Poland,61,Arka Gdynia,167,78,1,Bad,Normal,High,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,75,166,Right
442,201111,M. G__rski,28,Poland,60,Korona Kielce,881,73,1,Bad,Normal,Medium,Medium,EASTERN EUROPE,38536869,11100,"123,3",312685,92,162,Right
443,223779,D. Szyma_Ñski,23,Poland,66,Wis_Ça P_Çock,362,57,1,Average,Normal,High,High,EASTERN EUROPE,38536869,11100,"123,3",312685,76,169,Right
445,161648,H. Ben Arfa,31,France,79,Stade Rennais FC,463,58,3,Excellent,Lean,Medium,Low,WESTERN EUROPE,60876136,27600,"111,3",547030,95,181,Right
446,183870,A. Mounier,30,France,75,Panathinaikos FC,937,63,2,Average,Normal,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,66,200,Right
447,170350,J. Del_©traz,32,France,62,Grenoble Foot 38,444,77,1,Bad,Normal,Medium,High,WESTERN EUROPE,60876136,27600,"111,3",547030,76,176,Right
448,228290,J. Laporte,24,France,68,Clermont Foot 63,246,59,1,Bad,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,66,159,Right
449,235381,V. Marcel,21,France,69,ESTAC Troyes,281,56,1,Average,Normal,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,76,194,Right
450,188230,G. Treand,32,France,65,Neuch_¢tel Xamax,879,64,1,Bad,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,66,168,Right
451,202035,N. Benezet,27,France,74,En Avant de Guingamp,395,67,1,Average,Lean,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,81,178,Right
452,244025,D. Osei Yaw,19,France,64,Toulouse Football Club,268,73,1,Average,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,85,197,Right
453,235887,G. Tormin,20,France,67,KSV Cercle Brugge,267,78,1,Average,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,66,187,Right
454,243631,M. Camara,20,France,60,AS Saint-_âtienne,729,73,1,Average,Lean,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,71,176,Right
455,231720,Q. Braat,20,France,64,FC Nantes,903,80,1,Worst,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,71,161,Right
456,216229,R. Dugimont,32,France,69,AJ Auxerre,955,75,1,Average,Lean,High,Low,WESTERN EUROPE,60876136,27600,"111,3",547030,85,187,Right
457,183287,F. Lemoine,31,France,73,FC Lorient,712,54,2,Average,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,77,198,Right
458,191093,R. Pillot,27,France,62,La Berrichonne de Ch_¢teauroux,476,75,1,Worst,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,90,164,Right
459,236024,F. N'Goma,25,France,67,Stade Brestois 29,330,64,1,Average,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,76,200,Right
460,198200,B. Stambouli,27,France,79,FC Schalke 04,941,69,2,Bad,Normal,Low,High,WESTERN EUROPE,60876136,27600,"111,3",547030,71,194,Right
461,183280,A. Rami,32,France,82,Olympique de Marseille,738,61,3,Bad,Normal,High,High,WESTERN EUROPE,60876136,27600,"111,3",547030,75,169,Right
462,209840,J. Jeanvier,25,France,72,Brentford,116,56,1,Bad,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,85,175,Right
463,182166,J. Palmieri,31,France,70,GFC Ajaccio,107,63,1,Average,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,67,168,Right
464,202727,J. Mendes,27,France,65,AC Ajaccio,964,55,1,Bad,Normal,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,67,175,Right
465,231361,J. Gnagnon,21,France,76,Sevilla FC,305,63,1,Bad,Stocky,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,67,160,Right
466,238511,T. Basila,19,France,61,FC Nantes,486,76,1,Bad,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,93,197,Right
467,244688,L. Kouagba,24,France,58,AS B_©ziers,942,78,1,Bad,Stocky,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,89,193,Right
468,224589,G. Cros,23,France,65,FC Carl Zeiss Jena,741,63,1,Average,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,95,168,Right
469,51887,A. Le Tallec,33,France,66,US Orl_©ans Loiret Football,105,75,2,Bad,Lean,Medium,Low,WESTERN EUROPE,60876136,27600,"111,3",547030,80,197,Right
470,208135,A. Doucour_©,25,France,81,Watford,144,69,2,Average,Lean,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,71,176,Right
471,240057,C. Mandouki,26,France,65,Paris FC,492,71,1,Average,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,84,163,Right
472,212161,B. Traor_©,25,France,64,Le Havre AC,985,71,1,Bad,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,72,169,Right
473,234914,M. D'Arpino,22,France,64,US Orl_©ans Loiret Football,907,64,1,Average,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,71,167,Right
474,228255,N. Lema_Ætre,21,France,57,Stade de Reims,897,74,1,Worst,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,67,161,Right
475,203898,K. Rimane,27,France,64,Paris Saint-Germain,812,58,1,Bad,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,65,180,Right
476,246565,B. Diakit_©,17,France,60,Toulouse Football Club,151,63,1,Bad,Normal,Medium,High,WESTERN EUROPE,60876136,27600,"111,3",547030,94,187,Right
477,241551,Y. Armougom,20,France,59,Stade Malherbe Caen,513,62,1,Bad,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,95,192,Right
478,227234,L. Tousart,21,France,79,Olympique Lyonnais,864,72,2,Average,Normal,Medium,High,WESTERN EUROPE,60876136,27600,"111,3",547030,74,175,Right
479,237959,J. Delem,25,France,62,Seattle Sounders FC,757,74,1,Bad,Lean,Medium,High,WESTERN EUROPE,60876136,27600,"111,3",547030,94,178,Right
480,224189,Y. Barbet,25,France,71,Brentford,204,54,1,Average,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,75,171,Right
481,233728,M. Doucour_©,20,France,62,Borussia M__nchengladbach,376,63,1,Bad,Normal,Medium,Low,WESTERN EUROPE,60876136,27600,"111,3",547030,70,170,Right
482,218745,O. Ntcham,22,France,73,Celtic,112,74,1,Average,Normal,High,High,WESTERN EUROPE,60876136,27600,"111,3",547030,68,195,Right
483,241637,A. Tchouam_©ni,18,France,70,FC Girondins de Bordeaux,441,61,1,Average,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,69,200,Right
484,229942,A. Disasi,20,France,63,Stade de Reims,798,74,1,Bad,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,73,201,Right
485,243132,R. Droehnle,19,France,62,US Orl_©ans Loiret Football,270,65,1,Bad,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,68,166,Right
486,198118,J. Guilavogui,27,France,79,VfL Wolfsburg,453,80,2,Bad,Lean,Medium,High,WESTERN EUROPE,60876136,27600,"111,3",547030,74,170,Right
487,206485,R. Camacho,27,France,68,Montreal Impact,747,76,1,Bad,Normal,Medium,High,WESTERN EUROPE,60876136,27600,"111,3",547030,66,158,Right
488,188397,R. Rodelin,28,France,75,En Avant de Guingamp,590,78,1,Average,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,72,196,Right
489,194086,D. L_©v_™que,28,France,70,PAOK,721,64,1,Bad,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,70,169,Right
490,241852,M. Diaby,18,France,70,Paris Saint-Germain,122,73,1,Average,Lean,Medium,Low,WESTERN EUROPE,60876136,27600,"111,3",547030,79,200,Right
491,208615,C. Jullien,25,France,72,Toulouse Football Club,876,63,2,Bad,Normal,Low,High,WESTERN EUROPE,60876136,27600,"111,3",547030,82,177,Right
492,158626,M. Debuchy,32,France,78,AS Saint-_âtienne,762,80,3,Average,Normal,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,70,189,Right
493,188386,E. Butin,30,France,66,Stade Brestois 29,438,75,1,Bad,Normal,High,High,WESTERN EUROPE,60876136,27600,"111,3",547030,95,200,Right
494,232117,J. Dacosta,22,France,65,Chamois Niortais Football Club,592,60,1,Bad,Normal,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,74,195,Right
495,212613,W. Sa_Ød,23,France,73,Dijon FCO,792,67,1,Average,Normal,Medium,Low,WESTERN EUROPE,60876136,27600,"111,3",547030,90,184,Right
496,176849,P. Gibaud,30,France,68,Grenoble Foot 38,973,76,1,Bad,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,91,176,Right
497,228897,M. Alphonse,28,France,68,Dijon FCO,101,69,1,Bad,Normal,High,High,WESTERN EUROPE,60876136,27600,"111,3",547030,75,171,Right
498,245364,N. Alioui,19,France,59,KSV Cercle Brugge,305,69,1,Bad,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,67,190,Right
499,240941,L. Pintor,17,France,62,Olympique Lyonnais,637,54,1,Bad,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,96,168,Right
500,204970,F. Thauvin,25,France,84,Olympique de Marseille,693,79,2,Good,Normal,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,85,163,Right
501,227599,D. Dianessy,22,France,66,Fortuna Sittard,199,72,1,Average,Lean,High,Low,WESTERN EUROPE,60876136,27600,"111,3",547030,77,196,Right
502,244751,S. Coulibaly,23,France,64,Dijon FCO,289,78,1,Bad,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,77,188,Right
503,193889,M. Vidal,27,France,68,Toulouse Football Club,295,55,1,Worst,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,92,199,Right
504,239043,U. Bozok,21,France,70,N_Æmes Olympique,595,75,1,Average,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,78,189,Right
505,213345,K. Coman,22,France,83,FC Bayern M_ºnchen,833,71,2,Excellent,Lean,Medium,Low,WESTERN EUROPE,60876136,27600,"111,3",547030,82,167,Right
506,242655,J. Ponceau,17,France,57,FC Lorient,575,74,1,Bad,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,78,195,Right
507,244984,L. Pellegrini,18,France,54,AC Ajaccio,277,64,1,Bad,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,69,161,Right
508,198264,B. Ketkeophomphone,28,France,72,AJ Auxerre,859,80,2,Good,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,65,192,Right
509,197681,G. Imbula,25,France,74,Rayo Vallecano,747,75,1,Good,Normal,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,75,188,Right
510,164985,C. Th_©r_©au,35,France,76,Fiorentina,521,54,2,Good,Lean,Medium,Low,WESTERN EUROPE,60876136,27600,"111,3",547030,76,174,Right
511,235799,A. Sissako,20,France,61,La Berrichonne de Ch_¢teauroux,346,60,1,Bad,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,68,183,Right
512,244460,D. Guidi,22,France,62,GFC Ajaccio,533,64,1,Bad,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,72,167,Right
513,116762,S. Roudet,37,France,69,Valenciennes FC,272,58,1,Average,Lean,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,79,187,Right
514,243865,I. Savane,24,France,64,AS B_©ziers,319,55,1,Bad,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,87,173,Right
515,167933,Y. Cahuzac,33,France,72,Toulouse Football Club,688,61,1,Bad,Lean,Medium,High,WESTERN EUROPE,60876136,27600,"111,3",547030,76,174,Right
516,236466,C. Michelin,21,France,70,AC Ajaccio,491,66,1,Average,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,69,192,Right
517,240133,M. Tchokount_©,29,France,68,Stade Malherbe Caen,907,63,1,Bad,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,95,177,Right
518,163419,B. Sagna,35,France,74,Montreal Impact,203,60,3,Average,Normal,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,87,194,Right
519,150590,C. Jallet,34,France,75,OGC Nice,433,64,2,Average,Lean,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,66,185,Right
520,241445,A. Sissoko,21,France,59,Clermont Foot 63,886,77,1,Bad,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,93,193,Right
521,181694,J. Carrasso,30,France,69,Stade de Reims,226,57,1,Worst,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,96,165,Right
522,210896,M. Sanson,23,France,80,Olympique de Marseille,678,76,2,Good,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,70,170,Right
523,204442,D. Mohamed,29,France,68,Royal Excel Mouscron,622,77,1,Bad,Normal,High,High,WESTERN EUROPE,60876136,27600,"111,3",547030,80,168,Right
524,211844,N. Gavory,23,France,68,FC Utrecht,233,70,1,Bad,Lean,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,86,174,Right
525,201145,M. Le Bihan,28,France,71,OGC Nice,469,76,1,Average,Normal,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,74,170,Right
526,236998,J. L_©a Siliki,22,France,71,Stade Rennais FC,225,66,1,Average,Lean,High,Low,WESTERN EUROPE,60876136,27600,"111,3",547030,71,158,Right
527,231443,O. Demb_©l_©,21,France,83,FC Barcelona,975,56,3,Good,Lean,High,Low,WESTERN EUROPE,60876136,27600,"111,3",547030,87,201,Right
528,244118,D. Bertrand,25,France,63,Angers SCO,115,70,1,Average,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,69,201,Right
529,231102,L. Blas,20,France,75,En Avant de Guingamp,787,66,1,Average,Lean,High,Low,WESTERN EUROPE,60876136,27600,"111,3",547030,65,180,Right
530,201042,D. Sidib_©,25,France,79,AS Monaco,722,75,2,Average,Normal,High,High,WESTERN EUROPE,60876136,27600,"111,3",547030,87,187,Right
531,183488,V. Rennella,29,France,67,Extremadura UD,265,56,1,Average,Normal,Medium,Low,WESTERN EUROPE,60876136,27600,"111,3",547030,78,163,Right
532,243642,W. Tchimbemb_©,20,France,60,ESTAC Troyes,425,75,1,Average,Normal,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,91,178,Right
533,204311,K. Zouma,23,France,79,Everton,551,74,2,Bad,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,84,184,Right
534,241403,A. Dabo,17,France,62,FC Nantes,645,74,1,Average,Normal,High,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,92,187,Right
535,206207,W. Zahibo,24,France,70,New England Revolution,992,78,1,Bad,Lean,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,83,158,Right
536,236477,A. Claude Maurice,20,France,66,FC Lorient,204,66,1,Average,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,72,171,Right
537,230568,N. Julan,21,France,67,En Avant de Guingamp,758,74,1,Average,Normal,Medium,Medium,WESTERN EUROPE,60876136,27600,"111,3",547030,85,196,Right
538,177712,K. Monnet-Paquet,29,France,73,AS Saint-_âtienne,362,61,2,Average,Lean,Medium,High,WESTERN EUROPE,60876136,27600,"111,3",547030,85,161,Right
539,210438,F. Boulaya,25,Algeria,72,FC Metz,937,55,1,Excellent,Lean,High,Medium,NORTHERN AFRICA,32930091,6000,"13,8",2381740,66,179,Right
540,49659,K. Ziani,35,Algeria,69,US Orl_©ans Loiret Football,465,78,2,Average,Stocky,Medium,Medium,NORTHERN AFRICA,32930091,6000,"13,8",2381740,74,174,Right
541,188825,A. Kashi,29,Algeria,68,ESTAC Troyes,912,74,1,Average,Normal,Medium,Medium,NORTHERN AFRICA,32930091,6000,"13,8",2381740,68,181,Right
542,204773,M. Jeannin,27,Algeria,64,Clermont Foot 63,846,59,1,Worst,Normal,Medium,Medium,NORTHERN AFRICA,32930091,6000,"13,8",2381740,74,174,Right
543,201143,A. Mandi,26,Algeria,79,Real Betis,929,77,1,Bad,Lean,High,Medium,NORTHERN AFRICA,32930091,6000,"13,8",2381740,94,188,Right
544,184267,Y. Brahimi,28,Algeria,85,FC Porto,145,71,3,Good,Normal,High,Medium,NORTHERN AFRICA,32930091,6000,"13,8",2381740,93,161,Right
545,200538,L. Cadamuro,30,Algeria,68,Gimn_†stic de Tarragona,130,69,1,Bad,Normal,Medium,Medium,NORTHERN AFRICA,32930091,6000,"13,8",2381740,82,191,Right
546,232433,H. Belkaroui,27,Algeria,69,Al Raed,572,79,1,Bad,Normal,Medium,Medium,NORTHERN AFRICA,32930091,6000,"13,8",2381740,76,173,Right
547,182816,F. Harek,35,Algeria,68,N_Æmes Olympique,335,64,1,Bad,Lean,Low,Medium,NORTHERN AFRICA,32930091,6000,"13,8",2381740,85,199,Right
548,208386,M. Satli,28,Algeria,63,Red Star FC,772,66,1,Bad,Normal,High,Medium,NORTHERN AFRICA,32930091,6000,"13,8",2381740,81,180,Right
549,240754,Y. Atal,22,Algeria,73,OGC Nice,522,60,1,Good,Normal,High,Medium,NORTHERN AFRICA,32930091,6000,"13,8",2381740,88,198,Right
550,242757,N. Watanabe,23,Japan,60,VfR Aalen,348,72,1,Average,Lean,Medium,Medium,ASIA (EX. NEAR EAST),127463611,28200,"337,4",377835,78,189,Right
551,237800,R. Sawakami,24,Japan,62,Cerezo Osaka,295,64,1,Bad,Normal,High,Low,ASIA (EX. NEAR EAST),127463611,28200,"337,4",377835,72,179,Right
552,237762,Y. Kawai,28,Japan,64,Shimizu S-Pulse,307,57,1,Average,Normal,Medium,High,ASIA (EX. NEAR EAST),127463611,28200,"337,4",377835,90,181,Right
553,232892,Y. Tanaka,29,Japan,62,Hokkaido Consadole Sapporo,407,75,1,Bad,Stocky,High,Medium,ASIA (EX. NEAR EAST),127463611,28200,"337,4",377835,67,172,Right
554,246316,Y. Soma,21,Japan,57,Nagoya Grampus,746,57,1,Average,Normal,Medium,Low,ASIA (EX. NEAR EAST),127463611,28200,"337,4",377835,89,170,Right
555,237433,H. Ide,24,Japan,60,Gamba Osaka,550,68,1,Average,Normal,High,Medium,ASIA (EX. NEAR EAST),127463611,28200,"337,4",377835,88,178,Right
556,232859,K. Hashimoto,24,Japan,65,FC Tokyo,176,80,1,Average,Lean,Medium,Medium,ASIA (EX. NEAR EAST),127463611,28200,"337,4",377835,71,171,Right
557,242568,H. Ishihara,19,Japan,55,Shonan Bellmare,186,62,1,Bad,Lean,Medium,Medium,ASIA (EX. NEAR EAST),127463611,28200,"337,4",377835,95,187,Right
558,232454,Y. Hiraoka,32,Japan,64,Vegalta Sendai,690,70,1,Bad,Lean,Medium,Medium,ASIA (EX. NEAR EAST),127463611,28200,"337,4",377835,92,193,Right
559,242694,T. Nagura,20,Japan,57,V-Varen Nagasaki,468,74,1,Average,Lean,Medium,Low,ASIA (EX. NEAR EAST),127463611,28200,"337,4",377835,96,178,Right
560,237443,T. Okubo,28,Japan,63,FC Tokyo,175,64,1,Worst,Normal,Medium,Medium,ASIA (EX. NEAR EAST),127463611,28200,"337,4",377835,82,169,Right
561,232820,K. Yamamoto,28,Japan,62,J__bilo Iwata,765,79,1,Average,Normal,Medium,Medium,ASIA (EX. NEAR EAST),127463611,28200,"337,4",377835,75,183,Right
562,242582,Y. Ogaki,18,Japan,54,Nagoya Grampus,528,68,1,Bad,Lean,Medium,Low,ASIA (EX. NEAR EAST),127463611,28200,"337,4",377835,70,165,Right
